post_id,url,tags,
6913,hotels-and-resorts-in-andaman,"showForm, India, Places To Stay, Bot, Andaman, Islands, Resorts, hotels, referralpopup, thumbsUpPopup, Domestic",
6927,things-to-do-in-goa-in-monsoon,"showForm, India, Bot, Things To Do, Goa, Monsoon, referralpopup, thumbsUpPopup, Domestic, weekend, activities, seasons, West India",
6929,adventurous-activities-in-singapore,"showForm, Adventure, Asia, Bot, Things To Do, Singapore, referralpopup, thumbsUpPopup, International, activities",
6962,road-trips-from-bangalore,"showForm, Adventure, India, Bot, Places To Visit, Bangalore, Road Trips, referralpopup, thumbsUpPopup, Domestic, weekend, showadsonblog",
6991,best-waterfalls-near-chennai,"showForm, India, Bot, Chennai, Waterfalls, referralpopup, thumbsUpPopup, Domestic, South India, Tamil Nadu, weekend, places near Chennai, showadsonblog",
7016,best-resorts-near-pune,"showForm, India, Bot, Pune, Resorts, referralpopup, thumbsUpPopup, Domestic, weekend, showadsonblog",
7027,romantic-resorts-around-bangalore,"showForm, Honeymoon, India, Places To Stay, Bot, Bangalore, Karnataka, Resorts, Romantic, referralpopup, thumbsUpPopup, Domestic, Couples, South India, places near Bangalore, showadsonblog",
7073,famous-palaces-in-india,"showForm, India, Bot, Places To Visit, referralpopup, thumbsUpPopup, Domestic, historical places, tourist attractions",
7088,places-to-visit-in-kerala-during-monsoon,"showForm, Honeymoon, India, Kerala, Bot, Places To Visit, Romantic, referralpopup, thumbsUpPopup, Domestic, Couples, South India, summer, seasons",
7118,offbeat-destinations-near-delhi,"showForm, India, Bot, Places To Visit, Delhi, Offbeat, referralpopup, thumbsUpPopup, Domestic, places near Delhi, showadsonblog",
7196,historical-places-in-rajasthan,"showForm, India, Bot, Places To Visit, Rajasthan, referralpopup, thumbsUpPopup, Domestic, historical places, tourist attractions",
7211,best-resorts-near-mumbai,"showForm, India, Bot, Mumbai, Resorts, referralpopup, thumbsUpPopup, Domestic, weekend, showadsonblog",
7236,most-beautiful-places-in-sri-lanka,"showForm, Asia, Sri Lanka, Bot, Places To Visit, referralpopup, thumbsUpPopup, International, beautiful places, tourist attraction",
7248,delhi-metro-vs-mumbai-locals,"India, Photo Blogs, Delhi, Mumbai, Maharashtra, referralpopup, thumbsUpPopup, Domestic, comparison, Delhi metro, Mumbai local, showadsonblog",
7261,weird-museums-of-the-world,"Worldwide, Places To Visit, referralpopup, thumbsUpPopup, Sightseeing, tourist attractions, weird places, museums, weird museums, showadsonblog",
7302,things-to-do-in-bangkok-in-5-days,"showForm, Asia, Bot, Things To Do, Thailand, Bangkok, referralpopup, thumbsUpPopup, International, activities",
7322,water-sports-in-andaman,"showForm, Adventure, India, Bot, Things To Do, Andaman, Islands, referralpopup, thumbsUpPopup, Domestic, watersports",
7397,places-to-visit-in-uttarakhand,"showForm, India, Bot, Places To Visit, Uttarakhand, referralpopup, thumbsUpPopup, Sightseeing, Domestic, tourist attractions, showvideoads",
7414,travel-experiences-that-can-change-the-way-you-see-the-world,"Adventure, Worldwide, Places To Visit, referralpopup, thumbsUpPopup, tourist attractions, bucket list, youngsters, travel inspiration, showadsonblog",
7471,places-to-visit-in-monsoon-in-india,"showForm, India, Bot, Places To Visit, Monsoon, referralpopup, thumbsUpPopup, tourist attractions, seasons",
7486,places-in-india-to-breath-in-the-freshest-air,"India, Places To Visit, Offbeat, referralpopup, thumbsUpPopup, Domestic, beautiful places",
7496,places-to-visit-in-thailand-for-honeymoon,"showForm, Honeymoon, Asia, Bot, Places To Visit, Thailand, Romantic, referralpopup, thumbsUpPopup, International, Couples, tourist attractions",
7512,honeymoon-destinations-in-malaysia,"showForm, Honeymoon, Asia, Bot, Places To Visit, malaysia, Romantic, referralpopup, thumbsUpPopup, International, Couples",
7584,best-places-to-visit-in-pondicherry,"showForm, India, Bot, Places To Visit, Pondicherry, referralpopup, thumbsUpPopup, Domestic, South India, tourist attractions, showadsonblog",
7639,best-yoga-retreats-in-india,"India, Kerala, Places To Stay, Bot, Goa, Bangalore, Pune, Resorts, referralpopup, thumbsUpPopup, Domestic, Dharamshala, meditation, yoga, showadsonblog",
7740,water-sports-in-maldives,"Adventure, Bot, Maldives, referralpopup, thumbsUpPopup, International, Water Activities, watersports",
7752,monsoon-getaways-near-pune-and-mumbai,"showForm, India, Bot, Mumbai, Pune, Monsoon, referralpopup, thumbsUpPopup, Domestic, weekend, seasons, places near Mumbai, places near Pune, West India, showadsonblog",
7783,waterfalls-near-hyderabad,"India, Bot, Places To Visit, Hyderabad, Waterfalls, referralpopup, thumbsUpPopup, Domestic, South India, weekend, places near Hyderabad, Telangana, showadsonblog",
7804,water-sports-in-thailand,"showForm, Adventure, Asia, Bot, Thailand, referralpopup, thumbsUpPopup, International, Water Activities, watersports",
7854,best-honeymoon-resorts-in-malaysia,"showForm, Honeymoon, Asia, Places To Stay, Bot, malaysia, Resorts, Romantic, referralpopup, thumbsUpPopup, International, Couples",
7877,places-to-visit-during-eid-holidays,"India, Worldwide, Sri Lanka, Bot, Places To Visit, Maldives, Mauritius, Thailand, Turkey, malaysia, referralpopup, thumbsUpPopup, festivals, Eid",
7900,honeymoon-destinations-in-india-in-monsoon,"showForm, Honeymoon, India, Bot, Places To Visit, Monsoon, Romantic, referralpopup, thumbsUpPopup, Domestic, Couples, seasons",
7916,best-honeymoon-destinations-in-the-world,"showForm, Honeymoon, Worldwide, Bot, Places To Visit, Romantic, referralpopup, thumbsUpPopup, Couples",
8034,best-beaches-in-sri-lanka,"showForm, Asia, Sri Lanka, Bot, Places To Visit, beaches, referralpopup, thumbsUpPopup, International",
8052,nightlife-in-bangkok,"Bot, Things To Do, Places To Visit, Thailand, Bangkok, Nightlife, referralpopup, thumbsUpPopup, International",
8098,beautiful-places-in-india-you-are-not-allowed-to-visit,"India, Places To Visit, referralpopup, thumbsUpPopup, Domestic, beautiful places",
8119,best-beaches-in-thailand,"showForm, Asia, Bot, Places To Visit, Thailand, beaches, referralpopup, thumbsUpPopup, International, beautiful places, tourist attractions",
8141,best-diving-spots-in-the-world,"Adventure, Worldwide, Bot, referralpopup, thumbsUpPopup, Water Activities, underwater, watersports, diving, scuba",
8160,tourist-places-near-chennai,"showForm, India, Bot, Places To Visit, Chennai, referralpopup, thumbsUpPopup, Domestic, weekend, tourist attractions, places near Chennai, showadsonblog",
8210,beautiful-places-near-indian-border,"Asia, India, Places To Visit, referralpopup, thumbsUpPopup, International, beautiful places, border",
8239,road-trips-during-monsoon-in-india,"Adventure, India, Places To Visit, Monsoon, Road Trips, referralpopup, thumbsUpPopup, Domestic, seasons",
8265,places-to-visit-near-delhi-in-monsoon,"showForm, India, Bot, Places To Visit, Delhi, Monsoon, referralpopup, thumbsUpPopup, Domestic, weekend, seasons, places near Delhi, showadsonblog, showvideoads",
8334,waterfalls-in-kerala,"showForm, India, Kerala, Bot, Places To Visit, Waterfalls, referralpopup, thumbsUpPopup, Domestic, South India, weekend",
8363,best-beach-resorts-in-phuket,"showForm, Asia, Places To Stay, Bot, Thailand, Phuket, Resorts, beaches, referralpopup, thumbsUpPopup, International",
8383,reasons-to-love-kolkata,"India, Photo Blogs, Kolkata, referralpopup, thumbsUpPopup, Domestic, Guide, West Bengal",
8429,trekking-destinations-near-mumbai-and-pune,"showForm, Adventure, India, Bot, Places To Visit, Mumbai, Pune, Maharashtra, referralpopup, thumbsUpPopup, Domestic, South India, trekking, weekend, showadsonblog",
8476,travel-to-greece,"Travel Tips, Things To Do, Places To Visit, Europe, Greece, referralpopup, thumbsUpPopup, International, Best Time To Visit, beautiful places, historical places, bucket list, travel guide",
8487,travel-vs-iphone-infographic,"Budget Travel, Infographics, referralpopup, Budget, thumbsUpPopup, International, infographic, Inspiration, travel ideas, showadsonblog",
8497,tourist-places-in-thailand,"Asia, Bot, Things To Do, Places To Visit, Thailand, referralpopup, thumbsUpPopup, tourist attractions, travel ideas",
8517,budget-honeymoon-destinations-in-asia,"showForm, Honeymoon, Romantic Travel, Asia, Youngistaan, Bot, Budget Travel, referralpopup, thumbsUpPopup",
8610,honeymoon-places-in-sri-lanka,"showForm, Honeymoon, Asia, Sri Lanka, Bot, Places To Visit, Romantic, referralpopup, thumbsUpPopup, International, Couples",
8631,water-sports-in-goa,"showForm, Adventure, India, Bot, Goa, referralpopup, thumbsUpPopup, Domestic, watersports",
8680,best-beaches-in-india,"showForm, India, Bot, Places To Visit, beaches, referralpopup, thumbsUpPopup, Domestic",
8749,places-where-saif-kareena-have-been-holidaying,"Honeymoon, Romantic Travel, Luxury, Trending, beaches, referralpopup, thumbsUpPopup, International, travel inspiration, travel ideas, indoop",
8761,tourist-places-in-goa,"showForm, India, Bot, Things To Do, Places To Visit, Goa, beaches, referralpopup, thumbsUpPopup, Domestic, tourist attractions",
8816,honeymoon-in-andaman,"showForm, Honeymoon, India, Bot, Andaman, Islands, Romantic, referralpopup, thumbsUpPopup, Domestic, Couples, Guide",
8864,places-you-simply-cannot-plan-with-your-family,"Worldwide, Family, Places To Visit, referralpopup, thumbsUpPopup, friends",
8882,places-for-an-internet-free-vacation,"Adventure, India, Offbeat, referralpopup, thumbsUpPopup, Domestic, travel inspiration, relaxation, travel ideas",
8931,waterfalls-near-bangalore,"showForm, India, Bot, Bangalore, Karnataka, Waterfalls, referralpopup, thumbsUpPopup, Domestic, South India, weekend, places near Bangalore, showadsonblog",
8957,offbeat-places-near-mumbai,"showForm, India, Bot, Places To Visit, Offbeat, Mumbai, referralpopup, thumbsUpPopup, Domestic, places near Mumbai",
8971,secrets-of-northeast-india,"India, Places To Visit, North East, Secrets, referralpopup, thumbsUpPopup, Domestic, hill stations",
8999,first-timers-guide-to-kasol,"showForm, India, Bot, Himachal, referralpopup, thumbsUpPopup, Domestic, Guide, Kasol, independencedayads, showvideoads",
9022,most-beautiful-roads-from-around-the-world,"Adventure, Worldwide, Road Trips, referralpopup, thumbsUpPopup, International, beautiful places, bucket list, Inspiration, travel ideas, showadsonblog",
9055,best-places-to-visit-in-turkey,"showForm, Bot, Things To Do, Places To Visit, Turkey, Shopping, referralpopup, thumbsUpPopup, International, beautiful places, historical places, tourist attractions, best places",
9088,countries-where-you-can-still-find-and-eat-maggi,"Worldwide, News, Trending, Infoop, referralpopup, thumbsUpPopup, food, International, showadsonblog",
9146,dont-take-a-holiday-for-these-amazing-places-near-bangalore,"Places To Visit, Bangalore, referralpopup, thumbsUpPopup, weekend, places near Bangalore, fun",
9207,ways-in-which-ahmedabad-will-ruin-you,"India, Ahmedabad, referralpopup, Gujarat, thumbsUpPopup, Domestic, showadsonblog",
9267,tourist-places-in-jaipur,"showForm, India, Bot, Places To Visit, Rajasthan, referralpopup, jaipur, thumbsUpPopup, Domestic, historical places",
9330,trips-you-need-to-take-before-you-get-married,"India, Things To Do, Places To Visit, Himachal, North East, Goa, referralpopup, thumbsUpPopup, Domestic, Rishikesh",
9344,trekking-near-delhi,"showForm, Adventure, India, Bot, Places To Visit, Delhi, referralpopup, thumbsUpPopup, Domestic, trekking, weekend, North India, places near Delhi, showadsonblog",
9394,unbelievable-experiences-in-india,"Adventure, India, Things To Do, Offbeat, referralpopup, thumbsUpPopup, Domestic, activities, Chadar Trek, experiences, bioluminiscence, Chir Batti, Lambasingi, Magnetic Hill, showadsonblog",
9412,best-shopping-places-in-dubai,"showForm, Asia, Bot, Places To Visit, Dubai, Shopping, referralpopup, thumbsUpPopup, International, UAE",
9441,things-to-do-in-cappadocia,"showForm, Adventure, Bot, Things To Do, Places To Visit, Turkey, referralpopup, thumbsUpPopup, International, bucket list, travel ideas, Cappadocia, hot air balloon",
9520,places-to-visit-in-sikkim,"showForm, India, Bot, Places To Visit, North East, referralpopup, thumbsUpPopup, Sightseeing, Domestic, Sikkim, tourist attractions",
9541,reasons-to-love-mumbai,"India, Photo Blogs, Things To Do, Places To Visit, Mumbai, referralpopup, thumbsUpPopup, Domestic, Guide, showadsonblog",
9581,haunted-places-in-delhi,"India, Places To Visit, Delhi, referralpopup, thumbsUpPopup, Domestic, mysterious places, haunted places, showadsonblog",
9621,romantic-places-in-and-around-delhi,"showForm, India, Bot, Places To Visit, Delhi, Romantic, referralpopup, thumbsUpPopup, Domestic, Couples, weekend, North India, showadsonblog",
9684,water-sports-in-mauritius,"showForm, Adventure, Bot, Mauritius, Africa, referralpopup, thumbsUpPopup, International, Water Activities, watersports",
9740,fun-places-in-delhi,"showForm, India, Bot, Places To Visit, Delhi, referralpopup, thumbsUpPopup, Domestic, weekend, North India, showadsonblog",
9821,places-to-celebrate-your-25th-birthday,"Worldwide, Places To Visit, referralpopup, thumbsUpPopup, beautiful places, fun, birthday",
9859,most-beautiful-places-in-india,"showForm, India, Bot, Places To Visit, referralpopup, thumbsUpPopup, Domestic, beautiful places",
9912,reasons-why-you-should-never-visit-turkey,"Asia, Things To Do, Europe, Turkey, referralpopup, thumbsUpPopup, International, tourist attractions",
9953,places-in-india-that-will-force-you-to-wake-up-early,"Adventure, India, Kerala, Photo Blogs, Places To Visit, Himachal, Karnataka, Ladakh, Chennai, Rajasthan, Uttarakhand, referralpopup, darjeeling, Agra, Gujarat, Uttar pradesh, thumbsUpPopup, Domestic, Taj Mahal, Assam, Cherrapunji, Havelock Island, showadsonblog",
9992,nightlife-in-pondicherry,"India, Bot, Things To Do, Places To Visit, Pondicherry, Nightlife, referralpopup, thumbsUpPopup, Domestic, South India, weekend, fun",
10028,camping-near-delhi,"Adventure, India, Places To Visit, Delhi, referralpopup, thumbsUpPopup, Domestic, weekend, camping, places near Delhi, fun, showadsonblog",
10047,best-honeymoon-resorts-in-munnar,"showForm, Honeymoon, India, Kerala, Places To Stay, Bot, Resorts, Romantic, referralpopup, thumbsUpPopup, Domestic, Couples, South India, Munnar",
10063,shopping-places-in-jaipur,"India, Bot, Rajasthan, Shopping, referralpopup, jaipur, thumbsUpPopup, Domestic, showadsonblog",
10073,reasons-to-love-chandigarh,"India, Photo Blogs, Chandigarh, referralpopup, punjab, thumbsUpPopup, Domestic, Guide, North India, Haryana, showadsonblog",
10117,beaches-experiences-beyond-partying,"India, Things To Do, beaches, referralpopup, thumbsUpPopup, Domestic, activities, fun, showadsonblog",
10133,water-villas-in-bali,"Asia, Places To Stay, Bali, Indonesia, Resorts, referralpopup, thumbsUpPopup, International, water villas",
10322,nehru-trophy-snake-boat-race,"Adventure, India, Kerala, Things To Do, Places To Visit, referralpopup, thumbsUpPopup, Domestic, Alleppey, Backwaters, boat race, festivals, events, showadsonblog",
10369,waterfalls-in-sri-lanka,"Asia, Sri Lanka, Bot, Places To Visit, Waterfalls, referralpopup, thumbsUpPopup, International, tourist attractions",
10393,jobs-that-allow-you-to-travel,"showForm, Bot, referralpopup, thumbsUpPopup, Guide, tips, wordwide travel jobs, showadsonblog",
10421,nightlife-in-goa,"India, Bot, Things To Do, Places To Visit, Goa, Nightlife, referralpopup, thumbsUpPopup, Domestic, fun",
10451,beautiful-train-journeys-in-india,"India, referralpopup, thumbsUpPopup, Domestic, train journeys, showadsonblog",
10508,free-trips-with-ghumo-har-tyohaar,"Worldwide, referralpopup, thumbsUpPopup, festivals, travel news, promotion, contest",
10530,destinations-that-got-cheaper-for-indians,"India, Worldwide, Travel Tips, Places To Visit, Budget Travel, referralpopup, Budget, thumbsUpPopup, International, bucket list, travel ideas",
10569,best-street-food-in-delhi,"showForm, India, Bot, Delhi, referralpopup, thumbsUpPopup, Domestic, street food, showadsonblog",
10636,water-villas-in-maldives,"Honeymoon, Romantic Travel, Asia, Places To Stay, Bot, Maldives, Beach, Resorts, hotels, referralpopup, thumbsUpPopup, luxury travel, water villas",
10660,places-to-visit-in-mauritius,"showForm, Bot, Places To Visit, Mauritius, Africa, Islands, referralpopup, thumbsUpPopup, International",
